Class,Module Category,Source,Binding,Status Legend,Python Naming Note,Class Note
BundleObservationSolveSettings,Control Networks,isis/src/control/objs/BundleUtilities/BundleObservationSolveSettings.h,N/A,Y = converted; N = not converted; Partial = partially converted,Converted entries use the current Python name; unconverted entries use the proposed Python name,Qt 类型/信号槽较多

Group,C++ Method/Content,Python Class/Function Name,Converted,Notes
Class Symbol,BundleObservationSolveSettings,isis_pybind.BundleObservationSolveSettings,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Python class symbol not found in current binding files; Qt 类型/信号槽较多
Construction/Enum,"CSMSolveOption enum (NoCSMParameters, Set, Type, List)",isis_pybind.BundleObservationSolveSettings.CSMSolveOption,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Construction/Enum,"InstrumentPointingSolveOption enum (NoPointingFactors, AnglesOnly, AnglesVelocity, AnglesVelocityAcceleration, AllPointingCoefficients)",isis_pybind.BundleObservationSolveSettings.InstrumentPointingSolveOption,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Construction/Enum,"InstrumentPositionSolveOption enum (NoPositionFactors, PositionOnly, PositionVelocity, PositionVelocityAcceleration, AllPositionCoefficients)",isis_pybind.BundleObservationSolveSettings.InstrumentPositionSolveOption,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Construction/Enum,BundleObservationSolveSettings(),isis_pybind.BundleObservationSolveSettings(),Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Public API,void initialize(),isis_pybind.BundleObservationSolveSettings.initialize,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Mutation/Configuration,void setInstrumentId(QString instrumentId),isis_pybind.BundleObservationSolveSettings.set_instrument_id,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Public API,QString instrumentId() const,isis_pybind.BundleObservationSolveSettings.instrument_id,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Mutation/Configuration,void addObservationNumber(QString observationNumber),isis_pybind.BundleObservationSolveSettings.add_observation_number,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Mutation/Configuration,bool removeObservationNumber(QString observationNumber),isis_pybind.BundleObservationSolveSettings.remove_observation_number,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Public API,QSet<QString> observationNumbers() const,isis_pybind.BundleObservationSolveSettings.observation_numbers,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Static/Factory,static CSMSolveOption stringToCSMSolveOption(QString option),isis_pybind.BundleObservationSolveSettings.string_to_csm_solve_option,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Static/Factory,static QString csmSolveOptionToString(CSMSolveOption option),isis_pybind.BundleObservationSolveSettings.csm_solve_option_to_string,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Static/Factory,static csm::param::Set stringToCSMSolveSet(QString set),isis_pybind.BundleObservationSolveSettings.string_to_csm_solve_set,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Static/Factory,static QString csmSolveSetToString(csm::param::Set set),isis_pybind.BundleObservationSolveSettings.csm_solve_set_to_string,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Static/Factory,static csm::param::Type stringToCSMSolveType(QString type),isis_pybind.BundleObservationSolveSettings.string_to_csm_solve_type,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Static/Factory,static QString csmSolveTypeToString(csm::param::Type type),isis_pybind.BundleObservationSolveSettings.csm_solve_type_to_string,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Mutation/Configuration,void setCSMSolveSet(csm::param::Set set),isis_pybind.BundleObservationSolveSettings.set_csm_solve_set,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Mutation/Configuration,void setCSMSolveType(csm::param::Type type),isis_pybind.BundleObservationSolveSettings.set_csm_solve_type,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
Mutation/Configuration,void setCSMSolveParameterList(QStringList list),isis_pybind.BundleObservationSolveSettings.set_csm_solve_parameter_list,Y,2026-04-11 台账同步；已在 src/control/bind_control_core.cpp 暴露; Qt 类型/信号槽较多
